�3 04060952.csv,,Lenta-847,1614545971,120
Name,10CT G PBP -1/+1:   --- EKC состояние,10CT G PBP -1/+1:   u09 S5 Темп,11CT G OVZ +5/+8:   u69 Sair Темп,11CT G OVZ +5/+8:   u09 S5 Темп,11CT G OVZ +5/+8:   --- EKC состояние,12CT G GSR +2/+4:   u09 S5 Темп,12CT G GSR +2/+4:   u69 Sair Темп,12CT G GSR +2/+4:   --- EKC состояние,13CT G PBP -1/+1:   u69 Sair Темп,13CT G PBP -1/+1:   --- EKC состояние,13CT G PBP -1/+1:   u09 S5 Темп,14HT SH IKRA -4/-8:   u09 S5 Темп,14HT SH IKRA -4/-8:   --- EKC состояние,14HT SH IKRA -4/-8:   u17 Термостат,15CT G MSO -1/+1:   u09 S5 Темп,15CT G MSO -1/+1:   --- EKC состояние,15CT G MSO -1/+1:   u69 Sair Темп,16CT G MSO -1/+1:   u69 Sair Темп,16CT G MSO -1/+1:   u09 S5 Темп,16CT G MSO -1/+1:   --- EKC состояние,17CT G GSR +2/+4:   u09 S5 Темп,17CT G GSR +2/+4:   --- EKC состояние,17CT G GSR +2/+4:   u69 Sair Темп,18CT G PTO -1/+1:   u69 Sair Темп,18CT G PTO -1/+1:   u09 S5 Темп,18CT G PTO -1/+1:   --- EKC состояние,19CT G GSR +2/+4:   --- EKC состояние,19CT G GSR +2/+4:   u09 S5 Темп,19CT G GSR +2/+4:   u69 Sair Темп,20CT G GSR +2/+4:   u09 S5 Темп,20CT G GSR +2/+4:   u69 Sair Темп,20CT G GSR +2/+4:   --- EKC состояние,21CT G GSR +2/+4:   u09 S5 Темп,21CT G GSR +2/+4:   u69 Sair Темп,21CT G GSR +2/+4:   --- EKC состояние,22CT G GSR +2/+4:   u09 S5 Темп,22CT G GSR +2/+4:   u69 Sair Темп,22CT G GSR +2/+4:   --- EKC состояние,23CT V MSO -1/+1:   --- EKC состояние,23CT V MSO -1/+1:   u69 Sair Темп,23CT V MSO -1/+1:   u09 S5 Темп,24CT V GSR +2/+4:   --- EKC состояние,24CT V GSR +2/+4:   u69 Sair Темп,24CT V GSR +2/+4:   u09 S5 Темп,25CT V GSR +2/+4:   u09 S5 Темп,25CT V GSR +2/+4:   u69 Sair Темп,25CT V GSR +2/+4:   --- EKC состояние,26CT G MLK +2/+4:   u09 S5 Темп,26CT G MLK +2/+4:   --- EKC состояние,26CT G MLK +2/+4:   u69 Sair Темп,27CT G MLK +2/+4:   u69 Sair Темп,27CT G MLK +2/+4:   --- EKC состояние,27CT G MLK +2/+4:   u09 S5 Темп,28CT G MLK +2/+4:   --- EKC состояние,28CT G MLK +2/+4:   u69 Sair Темп,28CT G MLK +2/+4:   u09 S5 Темп,29CT G MLK +2/+4:   u09 S5 Темп,29CT G MLK +2/+4:   u69 Sair Темп,29CT G MLK +2/+4:   --- EKC состояние,30CT G GSR +2/+4:   u09 S5 Темп,30CT G GSR +2/+4:   --- EKC состояние,30CT G GSR +2/+4:   u69 Sair Темп,34CT G TRT +2/+4:   u09 S5 Темп,34CT G TRT +2/+4:   u69 Sair Темп,34CT G TRT +2/+4:   --- EKC состояние,52CT K PTO -1/+1:   u09 S5 Темп,52CT K PTO -1/+1:   u17 Термостат,52CT K PTO -1/+1:   --- EKC состояние,53K VOP POD PTO:   u17 Термостат,53K VOP POD PTO:   u09 S5 Темп,53K VOP POD PTO:   --- EKC состояние,54K VOP FAS GSR:   --- EKC состояние,54K VOP FAS GSR:   u09 S5 Темп,54K VOP FAS GSR:   u17 Термостат,55CT K GSR +2/+4:   u17 Термостат,55CT K GSR +2/+4:   u09 S5 Темп,55CT K GSR +2/+4:   --- EKC состояние,56CT K COF +5/+8:   u17 Термостат,56CT K COF +5/+8:   u09 S5 Темп,56CT K COF +5/+8:   --- EKC состояние,Gazoanalyzator:   Gas Level %,Gazoanalyzator:   Gas Level Ppm,111CT AG:   Comp A Pressure,111CT AG:   Перегрев A,111CT AG:   Comp A Req Cap,111CT AG:   Comp 2A Status,111CT AG:   Comp 3A Status,111CT AG:   Comp 1A Status,111CT AG:   Comp A Reference,111CT AG:   Comp A Capacity,111CT AG:   Cond Requested Cap,111CT AG:   Cond Running Cap,111CT AG:   Cond Ctrl Pressure,111CT AG:   Sc3 Датч нар воздуха,111CT AG:   Cond Reference
 01:22:00  26/03/2021,0,-16.89,5.72,4.61,11,-0.39,2.78,11,3.28,0,-12.72,-60.00,11,-6.00,-2.61,11,5.50,0.72,0.89,11,-1.00,0,0.11,-1.72,-2.89,11,14,4.78,6.78,4.50,6.39,14,1.39,2.28,11,0.11,3.39,0,11,-1.50,-6.22,11,-1.50,-5.50,3.78,3.78,11,-0.28,11,3.72,2.00,11,0.50,11,0.22,0.61,0.28,2.61,11,-1.78,11,1.78,-0.78,1.28,11,2.22,1.61,11,10.50,10.00,11,0,2.39,16.22,1.78,1.89,11,4.11,4.28,11,13.60,135,2.36,13.11,0,1,1,3,2.97,19,0,0,13.56,-2.11,14.77
 01:24:00  26/03/2021,11,-0.78,6.50,6.39,11,1.28,4.00,0,1.61,0,-9.61,-60.00,0,-5.61,2.22,11,7.11,2.00,2.50,0,-7.50,0,-2.00,0.00,-0.61,11,14,5.11,7.22,5.00,6.78,14,3.61,4.11,11,-6.78,2.28,0,11,-0.72,-4.61,11,-0.28,-3.72,1.61,3.39,0,-3.22,0,2.78,3.00,11,0.89,11,1.22,2.72,0.89,3.72,11,0.00,11,2.50,1.00,2.50,11,2.22,1.61,11,11.00,10.78,0,11,7.22,14.89,2.39,2.50,11,4.39,4.61,11,13.60,135,3.33,6.28,14,1,1,3,2.97,19,0,0,13.17,-2.11,14.77
 01:26:00  26/03/2021,11,3.11,7.11,7.22,11,-3.22,3.00,0,1.22,0,-5.89,-60.00,11,-5.22,5.50,11,8.00,0.39,-3.89,0,-4.78,11,-2.00,0.00,-0.61,0,14,5.11,7.50,5.00,6.78,14,-2.22,3.22,0,-5.89,1.78,11,0,0.22,-3.22,0,0.22,-3.22,-4.11,0.89,11,-4.78,11,1.61,4.28,0,3.61,0,5.72,3.78,0.00,3.39,0,0.00,11,3.61,3.39,4.22,0,2.61,2.00,11,11.00,2.89,0,11,13.28,14.89,2.78,2.89,11,4.39,4.61,11,13.60,135,3.22,8.17,45,3,1,3,2.97,50,64,0,16.63,-2.11,14.77
 01:28:00  26/03/2021,0,-1.11,7.72,8.50,11,-8.61,1.78,11,0.50,0,-9.11,-60.00,11,-6.39,7.61,11,8.61,-0.89,-6.28,11,-1.61,11,-0.22,-1.89,-7.39,0,14,5.50,7.50,5.00,7.28,14,-7.61,1.11,11,-1.00,1.78,11,0,-0.89,-9.89,11,-2.72,-6.39,-4.11,0.00,11,-3.50,11,3.00,3.00,0,-6.89,11,1.22,-7.11,-6.22,1.11,11,0.00,0,4.00,-7.78,3.11,0,-0.78,1.50,0,10.22,-1.72,0,11,15.11,15.22,3.11,3.22,11,4.78,5.00,11,13.60,135,2.82,10.72,39,2,1,3,2.97,38,0,0,12.90,-2.11,14.77
 01:30:00  26/03/2021,0,-15.72,7.72,6.22,0,-0.72,2.61,11,-0.28,11,-9.89,-60.00,11,-4.61,8.72,0,9.00,0.22,-0.11,11,-7.28,0,-1.22,-2.22,-5.89,11,14,5.50,8.00,5.28,7.28,14,-0.72,1.89,11,2.89,2.39,11,11,-3.00,-13.00,11,-3.72,-8.28,-1.00,0.72,11,-0.28,0,4.11,1.11,11,-7.72,11,-0.72,-4.50,-0.28,1.61,11,-9.50,0,2.39,-7.11,1.28,11,-2.72,0.72,0,9.50,-3.89,0,11,16.00,15.61,3.11,3.22,11,4.78,5.28,11,13.60,135,2.82,11.06,31,1,1,3,2.97,31,0,0,13.12,-2.11,14.77
 01:32:00  26/03/2021,11,-6.50,7.11,2.22,0,0.39,4.00,11,0.00,11,-1.00,-60.00,11,-7.00,-2.72,11,5.28,1.72,1.78,11,-10.11,11,-3.00,-0.72,-1.28,11,14,5.50,8.00,5.28,7.72,14,3.00,3.61,11,4.28,3.28,11,11,-4.28,-15.11,11,-1.78,-6.00,1.39,1.72,11,-1.00,0,3.28,1.89,11,0.50,11,0.28,0.72,0.61,2.89,11,-7.39,11,1.28,-0.61,1.61,11,-3.22,-0.11,0,8.78,-3.11,11,11,16.50,16.11,3.50,3.50,11,5.22,5.28,11,13.60,135,1.62,21.50,0,1,1,3,2.97,19,0,0,11.92,-2.11,14.77
 01:34:00  26/03/2021,11,0.11,6.22,-1.89,0,-0.22,4.00,0,1.22,11,2.39,-60.00,11,-4.00,-0.50,11,6.39,0.89,-0.72,0,-0.78,11,-0.28,0.22,-0.11,0,14,6.00,8.39,5.61,7.72,14,2.39,4.00,0,5.28,4.11,0,11,-3.39,-10.72,11,-0.28,-3.72,2.61,2.72,11,1.72,0,4.50,3.22,11,1.22,11,2.00,3.39,0.61,4.22,0,0.00,11,2.28,1.50,2.89,11,-2.28,-0.39,11,8.78,2.50,11,11,16.78,16.50,3.50,3.78,11,5.22,5.61,11,13.60,135,3.64,6.56,33,1,1,3,2.97,33,0,0,11.39,-2.11,14.77
 01:36:00  26/03/2021,0,5.00,5.00,-4.89,11,-5.89,3.00,0,2.22,0,-0.78,-60.00,11,-6.89,4.61,11,7.50,-0.61,-5.61,11,-3.89,0,0.22,-1.11,-4.22,0,14,6.00,8.39,5.61,8.11,14,-1.50,3.22,0,1.72,4.11,0,11,-2.11,-6.89,0,0.28,-2.89,3.22,3.28,11,0.00,0,3.00,4.50,0,3.61,0,6.00,-0.28,-3.00,3.00,0,0.00,11,3.22,1.50,4.61,0,-0.72,-0.39,11,8.78,5.39,11,11,17.11,16.78,3.78,3.78,11,5.50,5.61,11,13.60,135,3.44,8.11,52,1,3,3,2.97,52,2,0,14.55,-2.11,14.77
 01:38:00  26/03/2021,0,-13.50,4.72,-0.22,11,-10.28,1.28,11,0.89,0,-10.28,-60.00,0,-3.72,7.39,11,8.50,-0.61,-2.72,11,-7.00,0,-2.28,-2.61,-8.39,11,14,6.00,8.78,5.61,8.11,14,-6.78,1.28,11,-6.50,3.00,0,11,-1.00,-5.11,11,-2.61,-7.00,3.72,3.78,11,-7.39,11,0.50,3.11,0,-8.00,11,0.72,-7.89,-6.50,1.11,11,1.11,0,4.22,-8.72,2.89,0,-0.11,-0.11,11,9.50,7.50,11,11,17.11,17.11,3.78,3.78,11,5.50,5.61,11,13.60,135,2.71,10.78,36,1,2,3,2.97,36,0,0,12.78,-2.11,14.77
 01:40:00  26/03/2021,11,-14.50,5.28,4.00,11,-1.11,1.72,11,-0.11,11,-11.61,-60.00,11,-6.00,8.72,11,9.00,0.72,0.50,11,-6.00,11,-2.28,-2.61,-6.00,11,14,6.00,8.78,5.61,8.39,14,0.00,2.22,11,-9.61,1.72,11,11,0.00,-3.72,11,-2.89,-8.28,0.00,2.61,0,-4.78,11,2.11,1.22,11,-6.00,11,0.00,-1.78,0.22,2.28,11,-8.72,0,2.61,-5.39,1.22,11,0.39,-0.11,11,10.00,9.00,11,11,17.50,17.11,3.78,4.11,11,5.50,5.89,11,13.60,135,2.44,13.94,11,1,1,3,2.97,19,0,0,13.56,-2.11,14.77
 01:42:00  26/03/2021,11,-0.50,6.00,6.00,11,-0.28,3.22,11,-0.39,11,-2.39,-60.00,0,-5.72,-0.72,11,5.22,2.22,2.50,0,-0.61,11,0.00,-0.78,-1.22,11,14,6.00,8.78,5.89,8.39,14,3.28,3.78,11,-5.00,1.11,11,0,-0.28,-8.78,11,-1.00,-5.22,-8.72,-0.61,11,0.00,11,3.78,2.22,11,0.50,11,1.11,1.50,0.78,3.61,11,-6.61,11,1.39,-0.50,1.78,11,0.72,0.28,11,10.50,10.00,11,11,17.50,17.50,3.78,0.28,0,5.50,5.89,11,13.60,135,1.93,18.89,0,1,1,3,2.97,19,0,0,12.52,-2.11,14.77
 01:44:00  26/03/2021,0,4.28,6.72,7.00,11,-0.28,4.11,0,0.50,11,1.11,-60.00,11,-5.22,-5.11,11,5.22,0.89,-1.11,0,-5.28,0,0.00,0.28,-0.11,0,14,6.39,9.22,6.22,8.39,14,1.72,3.78,0,1.50,1.78,11,0,-1.61,-9.28,11,0.00,-3.28,-1.89,0.28,11,-2.72,0,2.72,3.28,11,1.39,11,3.22,3.89,-0.39,3.61,0,0.00,11,2.22,2.11,3.00,11,1.00,0.28,11,11.00,10.78,11,11,17.78,17.50,2.89,0.28,0,5.78,5.89,11,13.60,135,3.40,6.28,31,1,1,3,2.97,34,0,0,12.31,-2.11,14.77
 01:46:00  26/03/2021,0,-6.00,7.39,7.50,11,-2.11,3.28,0,1.78,11,2.89,-60.00,11,-7.11,1.61,11,6.61,-0.50,-5.72,11,-6.11,0,-0.50,-1.11,-4.00,0,14,6.39,9.22,6.22,8.72,14,-0.11,4.22,0,3.78,2.72,11,0,-1.61,-8.28,0,0.00,-3.78,0.72,1.39,11,-4.22,11,1.61,4.50,0,3.00,0,4.39,-2.61,-3.11,2.89,0,0.00,11,3.11,3.39,4.61,0,1.00,0.72,11,11.00,4.39,0,11,17.78,17.78,2.89,1.89,0,5.78,5.89,11,13.60,135,3.07,9.00,45,3,1,3,2.97,50,11,0,15.37,-2.11,14.77
 01:48:00  26/03/2021,0,-16.78,8.00,8.39,11,-9.89,1.61,11,1.39,0,-6.61,-60.00,11,-4.28,5.39,11,7.78,-0.78,-2.78,11,-8.11,11,-2.78,-2.50,-8.00,11,4,6.39,9.22,6.22,8.72,4,-8.11,1.61,11,4.50,3.50,11,11,-2.78,-11.22,11,-3.22,-7.50,2.28,2.39,11,-3.22,11,2.78,3.00,0,-6.61,11,-0.11,-8.00,-5.61,1.00,11,1.39,0,4.22,-8.50,2.61,0,1.50,1.00,11,10.22,-1.50,0,11,17.78,17.78,2.28,1.28,0,5.78,6.22,11,13.60,134,2.78,11.28,39,2,1,3,2.97,38,0,0,12.95,-2.11,14.77
 01:50:00  26/03/2021,11,-2.22,6.89,0.11,0,-2.78,1.61,11,0.11,0,-10.89,-60.00,11,-7.22,7.72,11,8.61,0.72,0.61,11,-1.89,11,-0.89,-1.89,-3.78,11,4,6.39,9.50,6.50,8.72,4,-1.50,1.61,11,1.39,4.00,0,11,-3.22,-11.72,11,-2.78,-7.50,3.11,3.11,11,0.28,0,4.22,1.22,11,-6.00,11,-0.61,-1.22,0.28,2.11,11,-7.89,0,3.00,-6.11,1.22,11,1.78,1.00,11,9.50,-3.78,0,11,17.78,17.78,1.61,1.00,11,5.78,6.22,0,13.60,134,2.82,11.67,32,1,1,3,2.97,33,0,0,13.56,-2.11,14.77
 01:52:00  26/03/2021,11,1.50,5.11,-6.89,11,-0.50,2.89,11,0.11,11,-5.22,-60.00,0,-3.89,8.89,11,9.00,2.11,2.50,0,-2.61,0,0.22,-0.39,-0.72,11,4,6.39,9.50,6.50,9.00,4,2.61,3.28,11,-5.89,2.89,0,11,-2.00,-8.61,11,-0.72,-4.72,3.72,3.78,11,-5.61,11,1.61,2.11,11,0.50,11,0.89,1.78,0.89,3.72,11,-7.89,11,1.39,-0.50,2.11,11,1.78,1.39,11,9.00,-3.22,0,0,17.11,18.22,1.89,1.78,11,5.50,4.78,0,13.60,135,2.92,11.11,34,1,1,3,2.97,34,0,0,13.65,-2.11,14.77
 01:54:00  26/03/2021,0,2.50,4.39,-4.00,11,1.00,4.22,0,0.61,11,-0.28,-60.00,11,-6.39,0.28,11,5.50,0.22,-6.00,0,-6.22,0,-1.22,-0.39,-1.22,0,0,-2.11,9.11,-4.78,8.72,0,-1.22,3.78,0,-6.78,2.11,0,11,-0.89,-5.28,0,0.11,-3.11,2.50,3.78,0,-0.78,11,3.22,3.22,11,1.22,11,3.22,3.78,-0.28,3.28,0,-0.28,11,1.78,1.72,3.22,11,2.22,1.39,11,8.61,2.22,11,0,5.61,17.28,2.22,2.22,11,4.28,3.22,0,13.60,135,3.08,9.61,44,3,1,3,2.97,50,58,56,14.50,-2.11,14.77
 01:56:00  26/03/2021,0,-15.22,4.72,2.11,11,-10.72,1.89,0,1.72,11,2.89,-60.00,0,-4.28,-4.00,11,5.00,-1.11,-5.22,11,-7.72,11,-2.89,-2.22,-8.22,11,0,-9.22,6.61,-9.89,6.61,0,-8.00,1.50,11,-3.00,1.72,11,11,0.00,-3.61,11,-2.00,-6.78,-6.72,0.28,11,-2.22,0,3.50,4.22,0,3.50,0,3.72,-5.50,-6.28,1.22,11,0.11,11,2.72,-0.28,4.72,0,2.22,1.78,11,9.00,5.22,11,11,2.28,15.78,2.72,2.72,11,3.50,2.78,11,13.60,135,2.79,11.22,38,3,1,3,2.97,50,0,0,14.63,-2.11,14.77
 01:58:00  26/03/2021,11,-12.89,5.50,5.11,11,-4.39,1.00,11,1.72,0,-6.72,-60.00,11,-5.78,0.50,11,6.61,0.00,0.28,11,-0.78,11,-0.50,-2.22,-4.78,11,0,-8.28,4.72,-10.72,4.61,0,-0.89,1.50,11,2.22,2.22,11,0,0.00,-9.50,11,-3.61,-7.89,-3.78,-0.39,11,-4.11,11,1.50,3.78,0,-0.22,11,0.22,-3.50,0.28,2.11,11,0.11,11,3.61,-8.11,3.22,0,2.61,1.78,11,9.39,7.39,11,11,9.22,14.89,2.72,3.00,11,3.78,3.72,11,13.60,135,2.79,11.22,37,1,1,3,2.97,37,0,0,14.41,-2.11,14.77
 02:00:00  26/03/2021,11,-0.39,6.39,6.39,11,-0.50,2.39,11,0.22,0,-10.39,-60.00,11,-6.61,4.72,11,7.78,1.61,2.00,11,-7.00,0,-0.50,-0.72,-0.89,11,0,-6.22,2.78,-11.28,2.72,0,2.72,3.50,11,4.11,3.11,11,11,-2.11,-12.72,11,-1.78,-6.28,-0.28,0.50,11,0.00,11,3.22,2.00,0,-8.39,11,0.78,0.78,0.78,3.28,11,-0.50,0,4.00,-10.11,1.61,11,0.28,1.78,0,10.00,9.00,11,11,14.00,14.89,3.11,3.00,11,4.28,4.39,11,13.60,134,2.74,11.22,32,1,1,3,2.97,32,0,0,14.12,-2.11,14.77
 02:02:00  26/03/2021,11,3.11,7.00,7.11,11,0.39,3.72,11,-0.39,11,-8.28,-60.00,11,-4.39,7.28,11,8.39,1.00,-4.78,0,-7.39,11,-2.78,0.11,-0.39,0,0,-6.89,1.72,-9.39,1.61,11,-2.11,3.50,0,4.89,3.89,11,11,-3.50,-10.61,11,-0.39,-3.78,1.78,1.78,11,-2.61,0,3.22,1.61,11,0.00,11,1.78,3.39,-0.28,3.61,0,-7.39,0,2.22,-1.00,1.61,11,-1.72,1.22,0,10.50,10.00,11,11,15.39,15.50,3.11,3.39,11,4.61,4.72,11,13.60,134,3.15,8.28,39,1,1,3,2.97,38,0,0,14.37,-2.11,14.77
 02:04:00  26/03/2021,0,-0.72,7.61,8.39,11,-5.72,3.11,0,-0.11,11,-0.72,-60.00,11,-6.89,8.61,11,8.89,-1.00,-6.11,11,-2.22,11,-0.89,-1.89,-7.00,0,0,-8.78,0.89,-2.00,1.61,11,-4.89,1.50,11,-3.39,3.50,0,11,-3.50,-10.61,0,0.11,-3.28,2.72,2.61,11,-5.28,11,1.39,2.78,11,0.78,0,5.72,-2.39,-5.39,1.61,11,-4.22,11,1.61,0.28,2.78,11,-2.22,0.50,0,11.11,10.78,11,11,16.22,16.00,3.50,3.39,11,4.61,4.72,11,13.60,134,2.89,10.44,35,1,1,3,2.97,35,0,0,14.46,-2.11,14.77
 02:06:00  26/03/2021,0,-16.50,8.11,8.78,0,-9.11,1.11,11,0.78,11,1.78,-60.00,0,-3.78,5.78,11,6.72,-0.11,-0.39,11,-0.61,0,0.22,-2.50,-7.50,11,11,-2.39,1.28,-0.39,2.61,11,0.11,2.72,11,-7.00,2.39,0,11,-2.61,-9.72,11,-2.89,-7.28,3.11,3.22,11,-2.22,11,2.89,3.89,11,1.89,11,0.28,-8.11,0.00,2.39,11,0.00,11,2.28,3.28,3.89,11,-3.22,0.00,0,11.11,2.22,0,11,16.72,16.28,3.50,3.78,11,4.89,5.22,11,13.60,135,3.07,9.44,37,1,1,3,2.97,37,1,0,14.72,-2.11,14.77
 02:08:00  26/03/2021,11,-3.89,6.39,-2.50,0,-0.72,1.78,11,2.11,11,3.39,-60.00,11,-6.39,-3.61,11,4.78,1.28,1.22,11,-6.61,0,-1.72,-1.22,-2.28,11,11,-0.11,2.61,2.28,3.50,11,3.11,4.22,11,-7.39,1.61,11,14,-1.39,-6.00,14,-2.89,-7.28,3.61,3.72,14,0.78,0,4.22,3.89,0,-3.72,11,-0.28,-2.78,0.61,3.50,11,0.00,11,3.11,-5.89,3.89,0,-2.22,-0.61,11,10.00,-2.11,0,11,17.00,16.72,3.78,3.78,11,4.89,5.22,11,13.60,135,3.13,9.44,40,1,1,3,2.97,38,0,30,13.47,-2.11,14.77
 02:10:00  26/03/2021,11,0.39,5.11,-5.78,11,-0.28,3.11,11,1.22,0,-8.00,-60.00,0,-4.61,-2.61,11,6.22,1.28,2.28,0,-7.28,11,-2.28,0.11,-0.39,0,0,-0.72,2.61,3.50,4.50,0,-5.78,2.00,0,-2.00,1.61,11,14,0.78,-2.72,14,-1.22,-6.11,4.11,4.22,14,-6.28,11,1.00,1.50,11,-7.72,11,0.78,1.11,-0.28,3.11,0,0.61,0,4.22,-8.50,1.61,11,-0.89,-0.61,11,9.39,-3.72,0,11,17.00,17.00,3.78,3.78,11,5.28,5.50,11,13.60,134,2.99,10.11,38,1,1,3,2.97,38,0,0,14.16,-2.11,14.77
 02:12:00  26/03/2021,0,4.61,5.11,-0.28,11,0.22,4.11,0,0.28,0,-9.28,-60.00,11,-5.61,3.00,11,7.39,-1.11,-8.61,11,-0.78,11,-0.22,-1.72,-5.11,0,0,-4.00,1.78,-5.50,3.89,0,-1.11,2.00,11,2.78,2.22,11,14,2.72,-0.89,14,0.00,-3.72,4.39,4.61,14,-2.22,11,2.50,1.50,11,-0.39,11,2.50,3.61,-6.50,1.11,11,-7.50,0,2.78,-0.72,1.89,11,-0.22,-0.22,11,8.72,-3.00,11,11,17.50,17.28,3.78,4.11,11,5.28,5.50,11,13.60,134,2.95,10.56,36,1,1,3,2.97,36,0,0,14.76,-2.11,14.77
 02:14:00  26/03/2021,0,-14.22,5.50,4.11,11,-10.11,1.89,11,-0.28,11,-6.39,-60.00,0,-5.61,6.11,11,8.22,-0.72,-1.00,11,-6.28,0,-0.22,-2.61,-7.22,11,0,-6.00,1.00,-10.78,2.50,0,2.28,3.50,11,4.22,3.00,11,14,4.28,-0.50,14,0.78,-2.50,4.72,4.89,14,0.61,11,4.11,2.78,11,0.78,0,4.61,-3.28,0.28,2.22,11,-7.50,11,1.50,0.72,2.89,11,0.22,-0.22,11,8.72,3.11,11,11,17.50,17.28,4.22,3.11,0,5.28,5.78,11,13.60,134,3.00,9.94,36,1,1,3,2.97,36,36,0,15.03,-2.11,14.77
 02:16:00  26/03/2021,11,-13.11,6.28,6.00,11,-1.72,1.50,11,0.22,11,-0.50,-60.00,11,-4.89,8.11,11,8.78,1.11,0.72,11,-7.78,11,-3.00,-1.28,-2.28,11,11,-3.28,1.28,-8.72,1.39,11,-3.72,2.50,0,5.00,3.89,11,14,5.72,0.89,14,1.50,-2.00,5.00,5.22,14,-5.72,11,1.39,4.00,11,2.22,11,0.00,-7.11,0.72,3.61,11,-0.22,11,2.00,3.39,4.00,11,0.61,0.22,11,9.00,5.61,11,11,17.78,17.72,3.22,0.22,0,5.61,5.78,11,13.60,135,2.84,11.00,33,1,1,3,2.97,33,28,0,14.90,-2.11,14.77
 02:18:00  26/03/2021,11,-0.39,7.00,6.89,11,-0.50,2.78,11,1.11,11,2.00,-60.00,0,-5.72,8.89,0,9.11,2.00,2.50,0,-1.72,11,-0.72,0.00,-0.39,11,11,-0.22,2.50,-1.50,1.89,11,-2.28,2.11,11,-2.11,3.61,0,14,6.78,3.72,14,2.00,-1.61,5.28,5.50,14,-3.89,11,2.11,3.22,0,-6.22,11,0.00,-0.72,-0.61,3.28,0,0.11,11,2.78,-7.00,3.11,0,0.89,0.22,11,9.39,7.78,11,11,17.78,17.72,2.39,1.28,0,5.61,5.78,11,13.60,134,2.81,11.33,32,1,1,3,2.97,32,40,34,14.33,-2.11,14.77
 02:20:00  26/03/2021,0,4.50,7.61,8.28,11,0.78,4.00,11,2.11,0,3.61,-60.00,11,-4.39,-0.22,11,4.78,-0.72,-7.50,11,-2.11,0,0.22,-1.22,-4.00,0,0,-0.78,2.78,0.50,2.78,11,1.89,3.50,11,-7.11,2.61,0,14,8.00,7.50,14,2.50,-1.28,5.61,5.50,14,0.00,11,3.89,1.22,11,-6.22,11,1.22,2.11,-5.50,1.28,11,0.11,11,3.89,-5.78,1.78,11,1.22,0.61,11,9.89,9.28,11,11,17.78,18.00,2.00,1.28,0,5.61,5.78,11,13.60,134,2.86,10.61,35,1,1,3,2.97,34,0,0,14.12,-2.11,14.77
 02:22:00  26/03/2021,0,-8.11,8.11,8.28,0,-7.22,3.00,0,1.61,0,-5.61,-60.00,11,-7.28,-3.89,11,5.22,-0.72,-1.50,11,-6.89,0,-1.50,-2.22,-6.72,11,0,-4.72,1.89,2.78,3.61,11,-2.61,3.50,0,-7.61,1.72,11,1,8.89,11.50,14,3.00,-1.00,5.61,6.00,14,-4.78,11,1.78,1.78,11,0.39,11,3.89,4.11,0.28,2.50,11,-1.22,0,3.50,-0.50,2.28,11,1.22,0.61,11,10.39,10.11,11,0,14.89,18.00,1.72,1.72,11,5.89,6.11,11,13.60,134,3.35,8.39,42,1,1,3,2.97,38,2,0,14.90,-2.11,14.77
 02:24:00  26/03/2021,0,-17.11,6.50,-1.22,0,-10.11,1.22,11,0.61,0,-9.39,-60.00,0,-3.89,0.78,11,6.78,0.72,0.61,11,-6.89,11,-2.28,-1.50,-2.61,11,0,-9.00,1.11,-3.89,4.50,0,-6.50,1.28,11,-0.39,1.72,11,1,8.89,11.78,14,3.50,-0.72,6.00,6.00,14,-4.78,11,2.22,3.00,11,1.11,0,2.78,-6.22,0.78,3.72,11,-7.11,0,2.28,1.78,3.28,11,1.72,1.00,11,11.00,10.72,11,0,7.00,17.22,2.11,2.11,11,5.89,6.11,11,13.60,134,2.86,9.44,40,1,2,3,2.97,38,0,0,13.03,-2.11,14.77
 02:26:00  26/03/2021,11,-1.72,5.11,-6.00,11,-1.28,1.50,11,-0.22,11,-10.72,-60.00,11,-6.22,4.72,11,7.61,1.78,2.28,11,-0.72,11,-0.39,-0.28,-0.50,11,11,-6.50,0.78,-11.11,3.28,0,0.28,2.22,11,3.22,2.50,11,1,8.61,10.00,14,3.89,-0.39,6.28,6.50,14,-0.72,11,3.89,4.11,0,3.11,11,-0.61,-6.22,-3.00,2.89,0,-4.28,11,1.89,0.22,4.39,0,1.72,1.28,11,11.00,3.78,0,11,2.50,15.72,2.61,2.50,11,5.89,6.11,11,13.60,134,2.74,10.39,31,1,2,3,2.97,33,0,0,13.12,-1.78,14.77
 02:28:00  26/03/2021,11,1.61,5.11,-0.72,11,-0.39,3.00,11,-0.22,11,-1.89,-60.00,0,-5.28,7.39,11,8.39,0.39,-5.61,0,-5.72,0,0.00,-0.28,-1.11,0,11,-0.50,1.89,-3.61,2.39,0,3.22,4.00,11,4.39,3.50,11,1,8.00,8.28,14,4.22,-0.39,6.61,6.50,14,-1.72,0,3.00,2.89,0,-5.39,11,0.11,0.11,-3.72,1.50,11,0.11,11,2.72,-6.89,2.72,0,2.11,1.28,11,10.28,0.00,0,11,10.50,15.00,2.89,2.78,11,5.89,5.39,0,13.60,135,3.33,6.22,50,1,3,3,2.97,38,0,0,14.07,-1.78,14.77
